WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,wiki_url,event_order,Method_Cleaned,Card_Cleaned,Winner_Cleaned,Loser_Cleaned,Champion,Interim_Champion
Middleweight,Evan Tanner,def,Valeri Ignatov,TKO (punches and elbows),,2:57,,Main Card,https://en.wikipedia.org/wiki/Evan_Tanner,,https://en.wikipedia.org/wiki/UFC_19,5,KO,Main Event,Evan Tanner,Valeri Ignatov,,
Heavyweight,Pete Williams,def,Jason Godsey,Submission (kneebar),,1:54,,Main Card,https://en.wikipedia.org/wiki/Pete_Williams_(mixed_martial_artist),,https://en.wikipedia.org/wiki/UFC_19,6,Sub,Main Event,Pete Williams,Jason Godsey,,
Middleweight,Sione Latu,def,Joey Roberts,TKO (doctor stoppage),,10:01,,Main Card,,,https://en.wikipedia.org/wiki/UFC_19,7,KO,Main Event,Sione Latu,Joey Roberts,,
Lightweight,Pat Miletich (c),def,Jorge Patino,Unanimous decision,,21:00, Miletich defeated Patino to retain the UFC Welterweight Championship.[3],Main Card,https://en.wikipedia.org/wiki/Pat_Miletich,https://en.wikipedia.org/wiki/Jorge_Patino,https://en.wikipedia.org/wiki/UFC_18,1,Unanimous Decision,Main Event,Pat Miletich,Jorge Patino,Pat Miletich,
Middleweight,Evan Tanner,def,Darrel Gholar,Submission (rear naked choke),,7:57,,Main Card,https://en.wikipedia.org/wiki/Evan_Tanner,,https://en.wikipedia.org/wiki/UFC_18,2,Sub,Main Event,Evan Tanner,Darrel Gholar,,
Lightweight,Mikey Burnett,def,Townsend Saunders,Unanimous decision,,15:00,,Main Card,https://en.wikipedia.org/wiki/Mikey_Burnett,https://en.wikipedia.org/wiki/Townsend_Saunders,https://en.wikipedia.org/wiki/UFC_18,3,Unanimous Decision,Main Event,Mikey Burnett,Townsend Saunders,,
Middleweight,Tito Ortiz,def,Jerry Bohlander,TKO (cut),,14:31,,Main Card,https://en.wikipedia.org/wiki/Tito_Ortiz,https://en.wikipedia.org/wiki/Jerry_Bohlander,https://en.wikipedia.org/wiki/UFC_18,4,KO,Main Event,Tito Ortiz,Jerry Bohlander,,
Heavyweight,Pedro Rizzo,def,Mark Coleman,Split decision,,15:00,,Main Card,https://en.wikipedia.org/wiki/Pedro_Rizzo,https://en.wikipedia.org/wiki/Mark_Coleman,https://en.wikipedia.org/wiki/UFC_18,5,Split Decision,Main Event,Pedro Rizzo,Mark Coleman,,
Heavyweight,Bas Rutten,def,Tsuyoshi Kosaka,TKO (punches),,14:15,,Main Card,https://en.wikipedia.org/wiki/Bas_Rutten,https://en.wikipedia.org/wiki/Tsuyoshi_Kosaka,https://en.wikipedia.org/wiki/UFC_18,6,KO,Main Event,Bas Rutten,Tsuyoshi Kosaka,,
Lightweight,Laverne Clark,def,Frank Caracci,Submission (strikes),,6:59,,Alternate bout,https://en.wikipedia.org/wiki/Laverne_Clark,,https://en.wikipedia.org/wiki/UFC_18,7,Sub,,Laverne Clark,Frank Caracci,,
Middleweight,Frank Shamrock (c),def,John Lober,Submission (punches),,7:40, Shamrock defeated Lober to retain the Light Heavyweight Championship.,Main Card,https://en.wikipedia.org/wiki/Frank_Shamrock,https://en.wikipedia.org/wiki/John_Lober,https://en.wikipedia.org/wiki/UFC_Brazil,1,Sub,Main Event,Frank Shamrock,John Lober,Frank Shamrock,
Lightweight,Pat Miletich,def,Mikey Burnett,Split decision,,21:00, Miletich defeated Burnett to become the inaugural UFC Welterweight Champion.,Main Card,https://en.wikipedia.org/wiki/Pat_Miletich,https://en.wikipedia.org/wiki/Mikey_Burnett,https://en.wikipedia.org/wiki/UFC_Brazil,2,Split Decision,Main Event,Pat Miletich,Mikey Burnett,,
Middleweight,Vitor Belfort,def,Wanderlei Silva,TKO (punches),,0:44,,Main Card,https://en.wikipedia.org/wiki/Vitor_Belfort,https://en.wikipedia.org/wiki/Wanderlei_Silva,https://en.wikipedia.org/wiki/UFC_Brazil,3,KO,Main Event,Vitor Belfort,Wanderlei Silva,,
Heavyweight,Pedro Rizzo,def,Tank Abbott,KO (punch),,8:07,,Main Card,https://en.wikipedia.org/wiki/Pedro_Rizzo,https://en.wikipedia.org/wiki/Tank_Abbott,https://en.wikipedia.org/wiki/UFC_Brazil,4,KO,Main Event,Pedro Rizzo,Tank Abbott,,
Heavyweight,Tsuyoshi Kosaka,def,Pete Williams,Decision,,15:00,,Main Card,https://en.wikipedia.org/wiki/Tsuyoshi_Kosaka,https://en.wikipedia.org/wiki/Pete_Williams_(mixed_martial_artist),https://en.wikipedia.org/wiki/UFC_Brazil,5,,Main Event,Tsuyoshi Kosaka,Pete Williams,,
Middleweight,Ebenezer Fontes Braga,def,Jeremy Horn,Submission (guillotine choke),,3:27,,Main Card,https://en.wikipedia.org/wiki/Ebenezer_Fontes_Braga,https://en.wikipedia.org/wiki/Jeremy_Horn,https://en.wikipedia.org/wiki/UFC_Brazil,6,Sub,Main Event,Ebenezer Fontes Braga,Jeremy Horn,,
Lightweight,Cesar Marscucci,def,Paulo Santos,TKO,,10:27,,Alternate Bouts,,,https://en.wikipedia.org/wiki/UFC_Brazil,7,KO,,Cesar Marscucci,Paulo Santos,,
Middleweight,Tulio Palhares,def,Adriano Santos,TKO,,9:00,,Alternate Bouts,,,https://en.wikipedia.org/wiki/UFC_Brazil,8,KO,,Tulio Palhares,Adriano Santos,,
Middleweight,Frank Shamrock (c),def,Jeremy Horn,Submission (kneebar),,16:28, Shamrock defeated Horn to retain the Light Heavyweight Championship.,Middleweight Championship,https://en.wikipedia.org/wiki/Frank_Shamrock,https://en.wikipedia.org/wiki/Jeremy_Horn,https://en.wikipedia.org/wiki/UFC_17,1,Sub,,Frank Shamrock,Jeremy Horn,Frank Shamrock,
Heavyweight,Pete Williams,def,Mark Coleman,KO (head kick),,12:38,,Heavyweight bouts,https://en.wikipedia.org/wiki/Pete_Williams_(mixed_martial_artist),https://en.wikipedia.org/wiki/Mark_Coleman,https://en.wikipedia.org/wiki/UFC_17,2,KO,,Pete Williams,Mark Coleman,,
Heavyweight,Tank Abbott,def,Hugo Duarte,TKO (punches),,0:43,,Heavyweight bouts,https://en.wikipedia.org/wiki/Tank_Abbott,https://en.wikipedia.org/wiki/Hugo_Duarte,https://en.wikipedia.org/wiki/UFC_17,3,KO,,Tank Abbott,Hugo Duarte,,
Heavyweight,Mike Van Arsdale,def,Joe Pardo,Submission (kimura),,11:01,,Heavyweight bouts,https://en.wikipedia.org/wiki/Mike_Van_Arsdale,,https://en.wikipedia.org/wiki/UFC_17,4,Sub,,Mike Van Arsdale,Joe Pardo,,
Heavyweight,Andre Roberts,def,Harry Moskowitz,KO (elbow),,3:15,,Heavyweight bouts,https://en.wikipedia.org/wiki/Andre_Roberts_(Mixed_martial_artist),https://en.wikipedia.org/wiki/Harry_Moskowitz,https://en.wikipedia.org/wiki/UFC_17,5,KO,,Andre Roberts,Harry Moskowitz,,
Middleweight,Chuck Liddell,def,Noe Hernandez,Unanimous decision,,12:00,,Light Heavyweight bout,https://en.wikipedia.org/wiki/Chuck_Liddell,,https://en.wikipedia.org/wiki/UFC_17,6,Unanimous Decision,,Chuck Liddell,Noe Hernandez,,
Middleweight,Dan Henderson,def,Carlos Newton,Split decision,,15:00,,Middleweight Tournament Finals,https://en.wikipedia.org/wiki/Dan_Henderson,https://en.wikipedia.org/wiki/Carlos_Newton,https://en.wikipedia.org/wiki/UFC_17,7,Split Decision,,Dan Henderson,Carlos Newton,,
Middleweight,Dan Henderson,def,Allan Goes,Unanimous decision,,15:00,,Middleweight Tournament Semifinals,https://en.wikipedia.org/wiki/Dan_Henderson,https://en.wikipedia.org/wiki/Allan_Goes,https://en.wikipedia.org/wiki/UFC_17,8,Unanimous Decision,,Dan Henderson,Allan Goes,,
Middleweight,Carlos Newton,def,Bob Gilstrap,Submission (triangle choke),,0:54,,Middleweight Tournament Semifinals,https://en.wikipedia.org/wiki/Carlos_Newton,https://en.wikipedia.org/wiki/Bob_Gilstrap,https://en.wikipedia.org/wiki/UFC_17,9,Sub,,Carlos Newton,Bob Gilstrap,,
Middleweight,Frank Shamrock (c),def,Igor Zinoviev,KO (slam),,0:22, Shamrock defeated Zinoviev to retain the Light Heavyweight Championship.,Light Heavyweight Championship,https://en.wikipedia.org/wiki/Frank_Shamrock,,https://en.wikipedia.org/wiki/UFC_16,1,KO,,Frank Shamrock,Igor Zinoviev,Frank Shamrock,
Heavyweight,Tsuyoshi Kohsaka,def,Kimo Leopoldo,Unanimous decision,,15:00,,Heavyweight bout,https://en.wikipedia.org/wiki/Tsuyoshi_Kohsaka,https://en.wikipedia.org/wiki/Kimo_Leopoldo,https://en.wikipedia.org/wiki/UFC_16,2,Unanimous Decision,,Tsuyoshi Kohsaka,Kimo Leopoldo,,
Middleweight,Jerry Bohlander,def,Kevin Jackson,Technical submission (armbar),,10:21," Jackson refused to tap, referee John McCarthy stopped the fight.",Light Heavyweight bout,https://en.wikipedia.org/wiki/Jerry_Bohlander,https://en.wikipedia.org/wiki/Kevin_Jackson,https://en.wikipedia.org/wiki/UFC_16,3,Sub,,Jerry Bohlander,Kevin Jackson,,
Lightweight,Pat Miletich,def,Chris Brennan,Submission (shoulder choke),,9:01, Mikey Burnett withdrew from the tournament due to a broken finger and was replaced by Brennan.,Lightweight Tournament Finals,https://en.wikipedia.org/wiki/Pat_Miletich,https://en.wikipedia.org/wiki/Chris_Brennan,https://en.wikipedia.org/wiki/UFC_16,4,Sub,,Pat Miletich,Chris Brennan,,
Lightweight,Mikey Burnett,def,Eugenio Tadeu,TKO (punches),,9:46, Burnett had to withdraw from the tournament due to a broken finger suffered during this bout.[5],Lightweight Tournament Semifinals,https://en.wikipedia.org/wiki/Mikey_Burnett,https://en.wikipedia.org/wiki/Eugenio_Tadeu,https://en.wikipedia.org/wiki/UFC_16,5,KO,,Mikey Burnett,Eugenio Tadeu,,
Lightweight,Pat Miletich,def,Townsend Saunders,Split decision,,15:00,,Lightweight Tournament Semifinals,https://en.wikipedia.org/wiki/Pat_Miletich,https://en.wikipedia.org/wiki/Townsend_Saunders,https://en.wikipedia.org/wiki/UFC_16,6,Split Decision,,Pat Miletich,Townsend Saunders,,
Lightweight,Laverne Clark,def,Josh Stuart,TKO (punches),,1:15,,Lightweight Tournament Alternate bouts,https://en.wikipedia.org/wiki/Laverne_Clark,,https://en.wikipedia.org/wiki/UFC_16,7,KO,,Laverne Clark,Josh Stuart,,
Lightweight,Chris Brennan,def,Courtney Turner,Submission (armbar),,1:20,,Lightweight Tournament Alternate bouts,https://en.wikipedia.org/wiki/Chris_Brennan,,https://en.wikipedia.org/wiki/UFC_16,8,Sub,,Chris Brennan,Courtney Turner,,
Heavyweight,Randy Couture,def,Maurice Smith (c),Decision,1,21:00," Couture defeated Smith to become the new UFC Heavyweight Champion. However, he was stripped of the title in October 1998 due to a contract dispute.",Heavyweight Championship,https://en.wikipedia.org/wiki/Randy_Couture,https://en.wikipedia.org/wiki/Maurice_Smith_(kickboxer),https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan,1,,,Randy Couture,Maurice Smith,Maurice Smith,
Heavyweight,Kazushi Sakuraba,def,Marcus Silveira,Submission (armbar),1,3:44," Due to the earlier no-contest, and Tank Abbott bowing out of the tournament, UFC officials ruled that a rematch between Sakuraba and Silveira would serve as the Heavyweight Tournament Finals.",Heavyweight Tournament Final,https://en.wikipedia.org/wiki/Kazushi_Sakuraba,,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan,2,Sub,,Kazushi Sakuraba,Marcus Silveira,,
Heavyweight,Vitor Belfort,def,Joe Charles,Submission (armbar),1,4:03,,Heavyweight bout,https://en.wikipedia.org/wiki/Vitor_Belfort,https://en.wikipedia.org/wiki/Joe_Charles,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan,3,Sub,,Vitor Belfort,Joe Charles,,
Middleweight,Frank Shamrock,def,Kevin Jackson,Submission (armbar),1,0:22, Shamrock defeated Jackson to become the inaugural the Light Heavyweight Champion.,Light Heavyweight Championship,https://en.wikipedia.org/wiki/Frank_Shamrock,https://en.wikipedia.org/wiki/Kevin_Jackson,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan,4,Sub,,Frank Shamrock,Kevin Jackson,,
Heavyweight,Kazushi Sakuraba,vs,Marcus Silveira,No Contest (premature stoppage),1,1:51," Originally Silveira was thought to have knocked out Sakuraba at 1:51, but referee John McCarthy mistakenly stopped the bout early, with Sakuraba in good fighting condition. After a protest, the decision was changed to a no-contest.",Heavyweight Tournament Semifinals,https://en.wikipedia.org/wiki/Kazushi_Sakuraba,,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan,5,,,Kazushi Sakuraba,Marcus Silveira,,
Heavyweight,Tank Abbott,def,Yoji Anjo,Decision,1,15:00, Abbott was unable to continue in the tournament due to a broken hand.,Heavyweight Tournament Semifinals,https://en.wikipedia.org/wiki/Tank_Abbott,https://en.wikipedia.org/wiki/Yoji_Anjo,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan,6,,,Tank Abbott,Yoji Anjo,,
Heavyweight,Tra Telligman,def,Brad Kohler,Submission (armbar),1,10:05,,Heavyweight Alternate bout,https://en.wikipedia.org/wiki/Tra_Telligman,https://en.wikipedia.org/wiki/Brad_Kohler,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan,7,Sub,,Tra Telligman,Brad Kohler,,
Heavyweight,Maurice Smith (c),def,Tank Abbott,Submission (exhaustion),,8:08, Smith defeated Abbott to remain the UFC Heavyweight Champion.,Heavyweight Championship,https://en.wikipedia.org/wiki/Maurice_Smith_(kickboxer),https://en.wikipedia.org/wiki/Tank_Abbott,https://en.wikipedia.org/wiki/UFC_15,1,Sub,,Maurice Smith,Tank Abbott,Maurice Smith,
Heavyweight,Randy Couture,def,Vitor Belfort,TKO (punches),,8:16,,Heavyweight Superfight,https://en.wikipedia.org/wiki/Randy_Couture,https://en.wikipedia.org/wiki/Vitor_Belfort,https://en.wikipedia.org/wiki/UFC_15,2,KO,,Randy Couture,Vitor Belfort,,
Heavyweight,Mark Kerr,def,Dwayne Cason,Submission (rear-naked choke),,0:53, Cason replaced Dave Beneteau who could not continue due to fatigue.,Finals,https://en.wikipedia.org/wiki/Mark_Kerr_(fighter),,https://en.wikipedia.org/wiki/UFC_15,3,Sub,,Mark Kerr,Dwayne Cason,,
Heavyweight,Mark Kerr,def,Greg Stott,KO (knee),,0:17,,Semifinals,https://en.wikipedia.org/wiki/Mark_Kerr_(fighter),,https://en.wikipedia.org/wiki/UFC_15,4,KO,,Mark Kerr,Greg Stott,,
Heavyweight,Dave Beneteau,def,Carlos Barreto,Decision (unanimous),,15:00," Due to fatigue, Beneteau was unable to continue in the tournament.",Semifinals,https://en.wikipedia.org/wiki/Dave_Beneteau,https://en.wikipedia.org/wiki/Carlos_Barreto(MMA),https://en.wikipedia.org/wiki/UFC_15,5,Unanimous Decision,,Dave Beneteau,Carlos Barreto,,
Heavyweight,Alex Hunter,def,Harry Moskowitz,Decision (split),,12:00,,Alternate bouts,,https://en.wikipedia.org/wiki/Harry_Moskowitz,https://en.wikipedia.org/wiki/UFC_15,6,Split Decision,,Alex Hunter,Harry Moskowitz,,
Heavyweight,Dwayne Cason,def,Houston Dorr,TKO (punches),,3:43,,Alternate bouts,,,https://en.wikipedia.org/wiki/UFC_15,7,KO,,Dwayne Cason,Houston Dorr,,
Heavyweight,Maurice Smith,def,Mark Coleman (c),Unanimous decision,,21:00, Smith defeated Coleman to become the new UFC Heavyweight Champion.,Heavyweight Championship,https://en.wikipedia.org/wiki/Maurice_Smith_(kickboxer),https://en.wikipedia.org/wiki/Mark_Coleman,https://en.wikipedia.org/wiki/UFC_14,1,Unanimous Decision,,Maurice Smith,Mark Coleman,Mark Coleman,
Middleweight,Kevin Jackson,def,Tony Fryklund,Submission (rear-naked choke),,0:44," Fryklund replaced Moreira, who was not medically permitted to continue.",Middleweight Finals,https://en.wikipedia.org/wiki/Kevin_Jackson,https://en.wikipedia.org/wiki/Tony_Fryklund,https://en.wikipedia.org/wiki/UFC_14,2,Sub,,Kevin Jackson,Tony Fryklund,,
Middleweight,Joe Moreira,def,Yuri Vaulin,Unanimous decision,,15:00," Moreira was not allowed to continue in the tournament, due to failing his post-fight medical exam (concussion).",Middleweight Semifinals,https://en.wikipedia.org/wiki/Joe_Moreira,,https://en.wikipedia.org/wiki/UFC_14,3,Unanimous Decision,,Joe Moreira,Yuri Vaulin,,
Middleweight,Kevin Jackson,def,Todd Butler,Submission (punches),,1:27,,Middleweight Semifinals,https://en.wikipedia.org/wiki/Kevin_Jackson,,https://en.wikipedia.org/wiki/UFC_14,4,Sub,,Kevin Jackson,Todd Butler,,
Middleweight,Tony Fryklund,def,Donnie Chappell,Submission (choke),,1:31," After the stoppage, Fyrklund hit Chappell with a late blow and stepped on him while walking away, prompting a severe reprimand by both cageside referees. Fryklund later apologized for his behavior.",Middleweight Alternate bout,https://en.wikipedia.org/wiki/Tony_Fryklund,,https://en.wikipedia.org/wiki/UFC_14,5,Sub,,Tony Fryklund,Donnie Chappell,,
Heavyweight,Mark Kerr,def,Dan Bobish,Submission (chin to the eye),,1:38,,Heavyweight Finals,https://en.wikipedia.org/wiki/Mark_Kerr_(fighter),https://en.wikipedia.org/wiki/Dan_Bobish,https://en.wikipedia.org/wiki/UFC_14,6,Sub,,Mark Kerr,Dan Bobish,,
Heavyweight,Mark Kerr,def,Moti Horenstein,TKO (punches),,2:22,,Heavyweight Semifinals,https://en.wikipedia.org/wiki/Mark_Kerr_(fighter),,https://en.wikipedia.org/wiki/UFC_14,7,KO,,Mark Kerr,Moti Horenstein,,
Heavyweight,Dan Bobish,def,Brian Johnston,Submission (forearm choke),,2:10,,Heavyweight Semifinals,https://en.wikipedia.org/wiki/Dan_Bobish,https://en.wikipedia.org/wiki/Brian_Johnston_(fighter),https://en.wikipedia.org/wiki/UFC_14,8,Sub,,Dan Bobish,Brian Johnston,,
Heavyweight,Alex Hunter,def,Sam Fulton,TKO (punches),,2:22,,Heavyweight Alternate bout,,,https://en.wikipedia.org/wiki/UFC_14,9,KO,,Alex Hunter,Sam Fulton,,
Lightweight,Guy Mezger,def,Tito Ortiz,Submission (guillotine choke),,3:00, Ortiz replaced Inoue who was unable to continue due to injury.,Lightweight Finals,https://en.wikipedia.org/wiki/Guy_Mezger,https://en.wikipedia.org/wiki/Tito_Ortiz,https://en.wikipedia.org/wiki/UFC_13,1,Sub,,Guy Mezger,Tito Ortiz,,
Lightweight,Guy Mezger,def,Christophe Leininger,Decision (unanimous),,15:00,,Lightweight Semifinals,https://en.wikipedia.org/wiki/Guy_Mezger,https://en.wikipedia.org/wiki/Christophe_Leininger,https://en.wikipedia.org/wiki/UFC_13,2,Unanimous Decision,,Guy Mezger,Christophe Leininger,,
Lightweight,Enson Inoue,def,Royce Alger,Submission (armbar),,1:36,,Lightweight Semifinals,https://en.wikipedia.org/wiki/Enson_Inoue,https://en.wikipedia.org/wiki/Royce_Alger,https://en.wikipedia.org/wiki/UFC_13,3,Sub,,Enson Inoue,Royce Alger,,
Lightweight,Tito Ortiz,def,Wes Albritton,TKO (corner stoppage),,0:31,,Lightweight Alternate bout,https://en.wikipedia.org/wiki/Tito_Ortiz,,https://en.wikipedia.org/wiki/UFC_13,4,KO,,Tito Ortiz,Wes Albritton,,
Heavyweight,Randy Couture,def,Steven Graham,TKO (punches),,3:13,,Heavyweight Finals,https://en.wikipedia.org/wiki/Randy_Couture,,https://en.wikipedia.org/wiki/UFC_13,5,KO,,Randy Couture,Steven Graham,,
Heavyweight,Steven Graham,def,Dmitri Stepanov,Submission (armlock),,1:30,,Heavyweight Semifinals,,,https://en.wikipedia.org/wiki/UFC_13,6,Sub,,Steven Graham,Dmitri Stepanov,,
Heavyweight,Randy Couture,def,Tony Halme,Submission (rear-naked choke),,1:00,,Heavyweight Semifinals,https://en.wikipedia.org/wiki/Randy_Couture,https://en.wikipedia.org/wiki/Tony_Halme,https://en.wikipedia.org/wiki/UFC_13,7,Sub,,Randy Couture,Tony Halme,,
Heavyweight,Jack Nilson,def,Saeed Hosseini,TKO (punches),,1:23,,Heavyweight Alternate bout,https://en.wikipedia.org/wiki/Jack_Nilson_(fighter),,https://en.wikipedia.org/wiki/UFC_13,8,KO,,Jack Nilson,Saeed Hosseini,,
Heavyweight,Vitor Belfort,def,Tank Abbott,TKO (punches),,0:52,,Heavyweight bout,https://en.wikipedia.org/wiki/Vitor_Belfort,https://en.wikipedia.org/wiki/Tank_Abbott,https://en.wikipedia.org/wiki/UFC_13,9,KO,,Vitor Belfort,Tank Abbott,,
Lightweight,Jerry Bohlander,def,Nick Sanzo,Submission (Neck Crank),,0:39, Sanzo replaced Takahashi who broke his hand fighting Ismail.,Lightweight Finals,https://en.wikipedia.org/wiki/Jerry_Bohlander,,https://en.wikipedia.org/wiki/UFC_12,1,Sub,,Jerry Bohlander,Nick Sanzo,,
Lightweight,Jerry Bohlander,def,Rainy Martinez,Submission (rear naked choke),,1:18,,Lightweight Semifinals,https://en.wikipedia.org/wiki/Jerry_Bohlander,,https://en.wikipedia.org/wiki/UFC_12,2,Sub,,Jerry Bohlander,Rainy Martinez,,
Lightweight,Yoshiki Takahashi,def,Wallid Ismail,Decision,,15:00," Takahashi broke his hand during the bout, and was unable to continue in the tournament.",Lightweight Semifinals,https://en.wikipedia.org/wiki/Kazuo_Takahashi,https://en.wikipedia.org/wiki/Wallid_Ismail,https://en.wikipedia.org/wiki/UFC_12,3,,,Yoshiki Takahashi,Wallid Ismail,,
Lightweight,Nick Sanzo,def,Jackie Lee,TKO (strikes),,0:48,,Lightweight Alternate bout,,,https://en.wikipedia.org/wiki/UFC_12,4,KO,,Nick Sanzo,Jackie Lee,,
Heavyweight,Mark Coleman,def,Dan Severn,Submission (neck crank),,2:57, Coleman defeated Severn to become the inaugural UFC Heavyweight Champion.,UFC Heavyweight Championship,https://en.wikipedia.org/wiki/Mark_Coleman,https://en.wikipedia.org/wiki/Dan_Severn,https://en.wikipedia.org/wiki/UFC_12,5,Sub,,Mark Coleman,Dan Severn,,
Heavyweight,Vitor Belfort,def,Scott Ferrozzo,TKO (punches),,0:43,,Heavyweight Finals,https://en.wikipedia.org/wiki/Vitor_Belfort,https://en.wikipedia.org/wiki/Scott_Ferrozzo,https://en.wikipedia.org/wiki/UFC_12,6,KO,,Vitor Belfort,Scott Ferrozzo,,
Heavyweight,Scott Ferrozzo,def,Jim Mullen,TKO (punches),,8:02,,Heavyweight Semifinals,https://en.wikipedia.org/wiki/Scott_Ferrozzo,,https://en.wikipedia.org/wiki/UFC_12,7,KO,,Scott Ferrozzo,Jim Mullen,,
Heavyweight,Vitor Belfort,def,Tra Telligman,TKO (cut),,1:17,,Heavyweight Semifinals,https://en.wikipedia.org/wiki/Vitor_Belfort,https://en.wikipedia.org/wiki/Tra_Telligman,https://en.wikipedia.org/wiki/UFC_12,8,KO,,Vitor Belfort,Tra Telligman,,
Heavyweight,Justin Martin,def,Eric Martin,Submission (heel hook),,0:14,,Heavyweight Alternate bout,,,https://en.wikipedia.org/wiki/UFC_12,9,Sub,,Justin Martin,Eric Martin,,
N/A,Don Frye,def,Tank Abbott,Submission (rear-naked choke),,1:22,,Finals,https://en.wikipedia.org/wiki/Don_Frye,https://en.wikipedia.org/wiki/Tank_Abbott,https://en.wikipedia.org/wiki/Ultimate_Ultimate_1996,1,Sub,,Don Frye,Tank Abbott,,
N/A,Tank Abbott,def,Steve Nelmark,KO (punch),,1:03," Nelmark was an alternate for Ken Shamrock, who could not continue due to an injured hand.",Semifinals,https://en.wikipedia.org/wiki/Tank_Abbott,https://en.wikipedia.org/wiki/Steve_Nelmark,https://en.wikipedia.org/wiki/Ultimate_Ultimate_1996,2,KO,,Tank Abbott,Steve Nelmark,,
N/A,Don Frye,def,Mark Hall,Submission (achilles lock),,0:20," Hall was an alternate for Kimo Leopoldo, who could not continue due to fatigue.",Semifinals,https://en.wikipedia.org/wiki/Don_Frye,https://en.wikipedia.org/wiki/Mark_Hall_(fighter),https://en.wikipedia.org/wiki/Ultimate_Ultimate_1996,3,Sub,,Don Frye,Mark Hall,,
