fighter1,fighter2,fight_odds_url,Bet,5Dimes_win,Bet365_win,BetDSI_win,BetOnline_win,BookMaker_win,Bovada_win,Intertops_win,Pinnacle_win,SportBet_win,SportsInt_win,Sportsbook_win,William_H_win,meanodds_win,Winner_Cleaned,Loser_Cleaned,wiki_url,bestfightodds_winner,bestfightodds_loser,WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,event_order,Method_Cleaned,Card_Cleaned,Champion,Interim_Champion,Card_Date,#,Event,bet_won,5Dimes_lose,BetDSI_lose,BookMaker_lose,SportBet_lose,Bet365_lose,Bovada_lose,Sportsbook_lose,William_H_lose,Pinnacle_lose,SportsInt_lose,BetOnline_lose,Intertops_lose,meanodds_lose
Marcio Alexandre Junior,Warlley Alves,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-brazil-3-finale-812,Warlley Alves,1.5405405405405406,,1.5128205128205128,1.526315789473684,1.5025125628140703,1.5,,1.526315789473684,1.5376344086021505,1.5,1.4761904761904763,,1.51359223110168,Warlley Alves,Márcio Alexandre Jr.,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Brazil_3#The_Ultimate_Fighter_Brazil_3_Finale:_Miocic_vs._Maldonado,Warlley Alves,Marcio Alexandre Junior,Middleweight,Warlley Alves,def,Márcio Alexandre Jr.,Technical Submission (guillotine choke),3.0,0:25,The Ultimate Fighter Brazil 3 Middleweight final,Fight card (Fox Sports 1),https://en.wikipedia.org/wiki/Warlley_Alves,,3,Sub,,,,2014-05-31,275,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,1,2.7,2.65,2.6799999999999997,2.69,,2.6,2.7,,2.71,2.6,2.65,,2.6644444444444444
Marco Antonio Beltran,Marlon Vera,https://www.bestfightodds.com/events/ufc-180-werdum-vs-hunt-824,Marco Antonio Beltran,3.25,,3.1,3.1,3.1,3.05,,3.1,3.21,3.02,3.25,,3.1311111111111116,Marco Beltrán,Marlon Vera,https://en.wikipedia.org/wiki/UFC_180,Marco Antonio Beltran,Marlon Vera,Bantamweight,Marco Beltrán,def,Marlon Vera,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Marco_Beltr%C3%A1n,https://en.wikipedia.org/wiki/Marlon_Vera_(fighter),11,Unanimous Decision,Prelim,,,2014-11-15,298,UFC 180: Werdum vs. Hunt,1,1.4081632653061225,1.4,1.4,1.4016064257028114,,1.3773584905660377,1.3448275862068966,,1.425531914893617,1.3546099290780143,1.4,,1.390233067972611
Marco Beltran,Matt Schnell,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,Matt Schnell,1.9090909090909092,,1.8333333333333335,1.8695652173913042,1.8333333333333335,1.8333333333333335,1.8,1.9433962264150944,1.8928571428571428,1.8333333333333335,1.8,1.8,1.849840257189799,Matt Schnell,Marco Beltrán,https://en.wikipedia.org/wiki/UFC_216,Matt Schnell,Marco Beltran,Flyweight,Matt Schnell,def,Marco Beltrán,"Decision (unanimous) (30–27, 29–28, 30–27)",3.0,5:00,,Preliminary Card (FX),https://en.wikipedia.org/wiki/Matt_Schnell_(fighter),https://en.wikipedia.org/wiki/Marco_Beltr%C3%A1n,9,Unanimous Decision,Prelim,,,2017-10-07,413,UFC 216: Ferguson vs. Lee,1,2.0,1.9090909090909092,1.9090909090909092,1.9803921568627452,,1.9090909090909092,1.9523809523809523,2.0,1.9433962264150944,1.9090909090909092,1.9523809523809523,1.9523809523809523,1.9470268069803938
Marco Beltran,Ning Guangyou,https://www.bestfightodds.com/events/ufc-fight-night-79-henderson-vs-masvidal-1013,Marco Beltran,2.6,,2.4,2.44,2.4,2.5,,2.5300000000000002,2.58,2.8,2.45,,2.5222222222222226,Marco Beltrán,Ning Guangyou,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Henderson_vs._Masvidal,Marco Beltran,Ning Guangyou,Bantamweight,Marco Beltrán,def,Ning Guangyou,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,,Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Marco_Beltr%C3%A1n,https://en.wikipedia.org/wiki/Ning_Guangyou,10,Split Decision,Prelim,,,2015-11-28,340,UFC Fight Night: Henderson vs. Masvidal,1,1.5882352941176472,1.606060606060606,1.606060606060606,1.5813953488372094,,1.5405405405405406,1.5714285714285714,,1.5882352941176472,1.4166666666666667,1.6097560975609757,,1.56759766948783
Marco Beltran,Reginaldo Vieira,https://www.bestfightodds.com/events/ufc-fight-night-90-dos-anjos-vs-alvarez-1118,Marco Beltran,2.2,,2.05,2.15,2.05,2.2,,2.1799999999999997,2.23,2.2,2.1,2.1,2.146,Marco Beltrán,Reginaldo Vieira,https://en.wikipedia.org/wiki/UFC_Fight_Night:_dos_Anjos_vs._Alvarez,Marco Beltran,Reginaldo Vieira,Bantamweight,Marco Beltrán,def,Reginaldo Vieira,Submission (rear-naked choke),2.0,3:04,,Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Marco_Beltr%C3%A1n,,11,Sub,Prelim,,,2016-07-07,361,UFC Fight Night: dos Anjos vs. Alvarez,1,1.7142857142857144,1.8,1.8,1.72992700729927,,1.6666666666666665,1.7142857142857144,1.72992700729927,1.7518796992481203,1.6666666666666665,1.7407407407407407,,1.731437921649216
Marco Polo Reyes,Matt Frevola,https://www.bestfightodds.com/events/ufc-fight-night-124-stephens-vs-choi-1408,Marco Polo Reyes,3.0,,2.74,2.8,2.84,2.8,2.8,2.9,2.96,2.85,2.9,2.9,2.862727272727273,Polo Reyes,Matt Frevola,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stephens_vs._Choi,Marco Polo Reyes,Matt Frevola,Lightweight,Polo Reyes,def,Matt Frevola,KO (punch),1.0,1:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Marco_Polo_Reyes,,6,KO,Prelim,,,2018-01-14,425,UFC Fight Night: Stephens vs. Choi,1,1.4545454545454546,1.45662100456621,1.4608294930875576,1.4464285714285714,,1.434782608695652,1.425531914893617,1.4,1.4608294930875576,1.4,1.4761904761904763,1.4166666666666667,1.4393114257419783
Marcos Rogerio de Lima,Nikita Krylov,https://www.bestfightodds.com/events/ufc-fight-night-74-holloway-vs-oliveira-984,Nikita Krylov,2.4,,2.35,2.3899999999999997,2.35,2.3,,2.45,2.38,2.35,2.2,,2.352222222222222,Nikita Krylov,Marcos Rogério de Lima,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Holloway_vs._Oliveira,Nikita Krylov,Marcos Rogerio de Lima,Light Heavyweight,Nikita Krylov,def,Marcos Rogério de Lima,Submission (rear-naked choke),1.0,2:29,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Nikita_Krylov,https://en.wikipedia.org/wiki/Marcos_Rog%C3%A9rio_de_Lima,9,Sub,Prelim,,,2015-08-23,332,UFC Fight Night: Holloway vs. Oliveira,1,1.6666666666666665,1.625,1.625,1.6578947368421053,,1.625,1.6666666666666665,,1.62111801242236,1.5714285714285714,1.6289308176100628,,1.6319672746262701
Marcos Rogerio de Lima,Ovince St. Preux,https://www.bestfightodds.com/events/ufc-fight-night-108-swanson-vs-lobov-1258,Ovince St. Preux,1.6451612903225805,,1.606060606060606,1.641025641025641,1.606060606060606,1.606060606060606,,1.6134969325153374,1.6369426751592355,1.5714285714285714,1.625,1.5714285714285714,1.6122665500061757,Ovince Saint Preux,Marcos Rogério de Lima,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Swanson_vs._Lobov,Ovince St. Preux,Marcos Rogerio de Lima,Catchweight (210 lbs),Ovince Saint Preux,def,Marcos Rogério de Lima,Submission (Von Flue choke),2.0,2:11,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Ovince_Saint_Preux,https://en.wikipedia.org/wiki/Marcos_Rog%C3%A9rio_de_Lima,3,Sub,Main Event,,,2017-04-22,396,UFC Fight Night: Swanson vs. Lobov,1,2.45,2.4,2.4,2.4299999999999997,,2.35,2.3,2.38,2.44,2.35,2.3600000000000003,,2.386
Marcos Rogerio de Lima,Richardson Moreira,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-brazil-3-finale-812,Marcos Rogerio de Lima,1.6666666666666665,,1.625,1.6666666666666665,1.625,1.606060606060606,,1.6493506493506493,1.6578947368421053,1.6097560975609757,1.5882352941176472,,1.6327367463628129,Marcos Rogério de Lima,Richardson Moreira,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Brazil_3#The_Ultimate_Fighter_Brazil_3_Finale:_Miocic_vs._Maldonado,Marcos Rogerio de Lima,Richardson Moreira,Heavyweight,Marcos Rogério de Lima,def,Richardson Moreira,KO (punches),1.0,0:20,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Marcos_Rog%C3%A9rio_de_Lima,,11,KO,Prelim,,,2014-05-31,275,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,1,2.4,2.35,2.35,2.38,,2.35,2.4,,2.3899999999999997,2.3,2.3,,2.357777777777778
Marcos Rogerio de Lima,Stefan Struve,https://www.bestfightodds.com/events/ufc-on-espn-3-blachowicz-vs-santos-1638,Stefan Struve,1.925925925925926,1.900900900900901,1.8403361344537816,1.8695652173913042,1.847457627118644,1.8695652173913042,1.8695652173913042,1.9090909090909092,1.9090909090909092,1.9090909090909092,1.8333333333333335,2.0,1.8903268584316024,Stefan Struve,Marcos Rogério de Lima,https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Santos,Stefan Struve,Marcos Rogerio de Lima,Heavyweight,Stefan Struve,def,Marcos Rogério de Lima,Submission (arm-triangle choke),2.0,2:21,,Main Card (ESPN+),https://en.wikipedia.org/wiki/Stefan_Struve,https://en.wikipedia.org/wiki/Marcos_Rog%C3%A9rio_de_Lima,2,Sub,Main Event,,,2019-02-23,468,UFC Fight Night: Błachowicz vs. Santos,1,1.9803921568627452,1.900900900900901,1.8928571428571428,1.9615384615384617,1.900900900900901,1.8695652173913042,1.9090909090909092,1.8,1.9803921568627452,1.8695652173913042,1.9523809523809523,1.8695652173913042,1.9072624361307229
Marcos Vinicius,Wagner Campos,https://www.bestfightodds.com/events/ufc-147-silva-vs-franklin-ii-517,Marcos Vinicius,1.3703703703703702,,,,,1.4,,,1.3831417624521074,,1.4,,1.3883780332056195,Marcos Vinicius,Wagner Campos,https://en.wikipedia.org/wiki/UFC_147,Marcos Vinicius,Wagner Campos,Featherweight,Marcos Vinicius,def,Wagner Campos,TKO (punches),3.0,1:04,,Preliminary Card (Facebook),https://en.wikipedia.org/wiki/Marcos_Vinicius_(fighter),,10,KO,Prelim,,,2012-06-23,209,UFC 147: Silva vs. Franklin II,1,3.1,,,3.19,,2.95,2.9,,,,,,3.035
Marcus Aurelio,Ryan Roberts,https://www.bestfightodds.com/events/ufc-fight-night-13-florian-vs-lauzon-44,Marcus Aurelio,1.125,,,,1.1428571428571428,1.125,,1.1422475106685632,,1.130039011703511,1.125,,1.131690610871536,Marcus Aurelio,Ryan Roberts,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon,Marcus Aurelio,Ryan Roberts,Lightweight,Marcus Aurelio,def,Ryan Roberts,Submission (armbar),1.0,0:16,,Preliminary card,https://en.wikipedia.org/wiki/Marcus_Aurelio,https://en.wikipedia.org/wiki/Ryan_Roberts_(mixed_martial_artist),8,Sub,Prelim,,,2008-04-02,107,UFC Fight Night: Florian vs. Lauzon,1,6.5,,6.0,,,6.0,6.0,,7.33,5.5,,,6.221666666666667
Marcus Aurelio,Tyson Griffin,https://www.bestfightodds.com/events/ufc-86-jackson-vs-griffin-53,Tyson Griffin,1.3571428571428572,,,,1.3333333333333333,1.3448275862068966,,1.348432055749129,,1.25,1.3846153846153846,,1.3363918695079333,Tyson Griffin,Marcus Aurélio,https://en.wikipedia.org/wiki/UFC_86,Tyson Griffin,Marcus Aurelio,Lightweight,Tyson Griffin,def,Marcus Aurélio,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Main card (PPV),https://en.wikipedia.org/wiki/Tyson_Griffin,https://en.wikipedia.org/wiki/Marcus_Aur%C3%A9lio,5,Unanimous Decision,Main Event,,,2008-07-05,112,UFC 86: Jackson vs. Griffin,1,3.55,,3.4,,,3.3,3.0,,3.67,3.5,,,3.4033333333333338
Marcus Brimage,Maximo Blanco,https://www.bestfightodds.com/events/ufc-145-jones-vs-evans-490,Marcus Brimage,3.25,,,,3.2,3.2,,3.22,3.31,3.2,3.25,,3.2328571428571427,Marcus Brimage,Maximo Blanco,https://en.wikipedia.org/wiki/UFC_145,Marcus Brimage,Maximo Blanco,Featherweight,Marcus Brimage,def,Maximo Blanco,"Decision (split) (28–29, 30–27, 29–28)",3.0,5:00,,Preliminary card (Facebook),https://en.wikipedia.org/wiki/Marcus_Brimage,https://en.wikipedia.org/wiki/Maximo_Blanco,12,Split Decision,Prelim,,,2012-04-21,202,UFC 145: Jones vs. Evans,1,1.3773584905660377,,1.3571428571428572,1.3861003861003862,,1.3571428571428572,1.3508771929824561,,1.4,1.3003003003003002,,,1.3612745834621278
Marcus Brimage,Russell Doane,https://www.bestfightodds.com/events/ufc-175-weidman-vs-machida-805,Russell Doane,1.9090909090909092,,1.8849557522123894,1.8695652173913042,1.8849557522123894,1.8,,1.9345794392523366,1.8928571428571428,1.8,1.8333333333333335,,1.8677041718166452,Russell Doane,Marcus Brimage,https://en.wikipedia.org/wiki/UFC_175,Russell Doane,Marcus Brimage,Bantamweight,Russell Doane,def,Marcus Brimage,"Decision (split) (29-28, 28-29, 30-27)",3.0,5:00,,Main card,https://en.wikipedia.org/wiki/Russell_Doane,https://en.wikipedia.org/wiki/Marcus_Brimage,4,Split Decision,Main Event,,,2014-07-05,280,UFC 175: Weidman vs. Machida,1,2.0,1.9345794392523366,1.9345794392523366,1.9803921568627452,,1.9523809523809523,1.9090909090909092,,1.970873786407767,1.9523809523809523,1.9523809523809523,,1.9540731764454387
Marcus Brimage,Stephen Bass,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-14-finale-469,Marcus Brimage,2.25,,,,2.2,2.3,,2.3600000000000003,2.29,2.2,2.4,,2.2857142857142856,Marcus Brimage,Stephen Bass,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Bisping_vs._Team_Miller_Finale,Marcus Brimage,Stephen Bass,Featherweight,Marcus Brimage,def,Stephen Bass,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,,Preliminary card (Facebook),https://en.wikipedia.org/wiki/Marcus_Brimage,,6,Unanimous Decision,Prelim,,,2011-12-03,191,The Ultimate Fighter: Team Bisping vs. Team Miller Finale,1,1.6451612903225805,,1.6666666666666665,1.6622516556291391,,1.625,1.5882352941176472,,1.6666666666666665,1.5988023952095807,,,1.6361119955160401
Marcus Davis,Mike Swick,https://www.bestfightodds.com/search?query=UFC%2085%3A%20Bedlam,Mike Swick,1.8333333333333335,,,,1.8,1.8333333333333335,,1.9174311926605505,1.7692307692307692,1.8,1.8333333333333335,,1.8266659945559032,Mike Swick,Marcus Davis,https://en.wikipedia.org/wiki/UFC_85,Mike Swick,Marcus Davis,Welterweight,Mike Swick,def,Marcus Davis,"Decision (unanimous) (29–27, 29–27, 29–27)",3.0,5:00,Swick had 1 point deducted in round 3 for holding the cage.,Main card (PPV),https://en.wikipedia.org/wiki/Mike_Swick,https://en.wikipedia.org/wiki/Marcus_Davis,3,Unanimous Decision,Main Event,,,2008-06-07,110,UFC 85: Bedlam,1,2.0,,1.9523809523809523,2.0,,1.9090909090909092,1.9090909090909092,,1.99009900990099,1.900900900900901,,,1.9516518116235229
Marcus Davis,Nate Diaz,https://www.bestfightodds.com/events/ufc-118-edgar-vs-penn-2-278,Nate Diaz,1.5128205128205128,,,,1.4651162790697674,,,1.5076142131979695,1.5128205128205128,,1.4545454545454546,,1.4905833944908433,Nate Diaz,Marcus Davis,https://en.wikipedia.org/wiki/UFC_118,Nate Diaz,Marcus Davis,Welterweight,Nate Diaz,def,Marcus Davis,Technical Submission (guillotine choke),3.0,4:02,,Main card,https://en.wikipedia.org/wiki/Nate_Diaz,https://en.wikipedia.org/wiki/Marcus_Davis,5,Sub,Main Event,,,2010-08-28,158,UFC 118: Edgar vs. Penn 2,1,2.8,,2.75,2.8,,,2.7,,2.77,,,,2.7640000000000002
Marcus Davis,Paul Kelly,https://www.bestfightodds.com/events/ufc-89-bisping-vs-leben-86,Marcus Davis,1.3333333333333333,,,,1.3508771929824561,1.2857142857142856,,1.3472222222222223,1.3389830508474576,1.33003300330033,1.273972602739726,,1.3228765273056875,Marcus Davis,Paul Kelly,https://en.wikipedia.org/wiki/UFC_89,Marcus Davis,Paul Kelly,Welterweight,Marcus Davis,def,Paul Kelly,Submission (guillotine choke),2.0,2:16,,Main card (Spike TV),https://en.wikipedia.org/wiki/Marcus_Davis,https://en.wikipedia.org/wiki/Paul_Kelly_(fighter),5,Sub,Main Event,,,2008-10-18,117,UFC 89: Bisping vs. Leben,1,3.5,,3.25,3.25,,3.75,3.85,,3.58,3.0,,,3.454285714285714
Marcus Jones,Matt Mitrione,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-10-finale-210,Matt Mitrione,3.6,,,,3.62,3.6,,3.64,3.6,3.45,3.6,,3.587142857142857,Matt Mitrione,Marcus Jones,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavyweights_Finale,Matt Mitrione,Marcus Jones,Heavyweight,Matt Mitrione,def,Marcus Jones,KO (punch),2.0,0:10,,Main card,https://en.wikipedia.org/wiki/Matt_Mitrione,https://en.wikipedia.org/wiki/Marcus_Jones_(fighter),5,KO,Main Event,,,2009-12-05,141,The Ultimate Fighter: Heavyweights Finale,1,1.3125,,1.31055900621118,1.3125,,1.2941176470588236,1.2941176470588236,,1.3333333333333333,1.2702702702702702,,,1.3039139862760614
Marina Rodriguez,Randa Markos,https://www.bestfightodds.com/events/ufc-fight-night-137-santos-vs-anders-1544,Randa Markos,1.9090909090909092,,1.8,1.9090909090909092,1.9090909090909092,1.8,1.8695652173913042,1.900900900900901,1.8928571428571428,1.8695652173913042,1.8695652173913042,1.900900900900901,1.8755115749186897,Randa Markos,Marina Rodriguez,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Santos_vs._Anders,Randa Markos,Marina Rodriguez,Women's Strawweight,Randa Markos,vs,Marina Rodriguez,"Draw (majority) (29–28, 28–28, 28–28)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Randa_Markos,https://en.wikipedia.org/wiki/Marina_Rodriguez_(fighter),5,,Main Event,,,2018-09-22,452,UFC Fight Night: Santos vs. Anders,1,2.0,1.9523809523809523,1.9090909090909092,1.9803921568627452,,1.9523809523809523,1.8695652173913042,1.900900900900901,1.99009900990099,1.8695652173913042,1.9090909090909092,1.8695652173913042,1.9275483129802067
Marina Rodriguez,Tecia Torres,https://www.bestfightodds.com/events/ufc-on-espn-14-shevchenko-vs-carmouche-2-1724,Marina Rodriguez,2.35,2.37,2.4,2.3,2.31,2.3,2.25,2.29,2.33,2.35,2.3,2.3,2.3208333333333337,Marina Rodriguez,Tecia Torres,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,Marina Rodriguez,Tecia Torres,Women's Strawweight,Marina Rodriguez,def,Tecia Torres,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Marina_Rodriguez_(fighter),https://en.wikipedia.org/wiki/Tecia_Torres,9,Unanimous Decision,Prelim,,,2019-08-10,489,UFC Fight Night: Shevchenko vs. Carmouche 2,1,1.6896551724137931,1.62111801242236,1.6024096385542168,1.6802721088435373,1.6097560975609757,1.625,1.625,1.62111801242236,1.6849315068493151,1.625,1.6666666666666665,1.625,1.6396606013111024
Mario Bautista,Miles Johns,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,Mario Bautista,2.17,2.1,2.1,2.0700000000000003,2.05,2.05,2.0,2.13,2.15,2.05,2.0,2.1,2.080833333333333,Mario Bautista,Miles Johns,https://en.wikipedia.org/wiki/UFC_247,Mario Bautista,Miles Johns,Bantamweight,Mario Bautista,def,Miles Johns,TKO (flying knee and punches),2.0,1:41,,Preliminary Card (ESPN / ESPN+),https://en.wikipedia.org/wiki/Mario_Bautista,,9,KO,Prelim,,,2020-02-08,508,UFC 247: Jones vs. Reyes,1,1.7874015748031495,1.7575757575757576,1.7407407407407407,1.7751937984496124,1.7194244604316546,1.7407407407407407,1.7692307692307692,1.72992700729927,1.78125,1.7407407407407407,1.7874015748031495,1.7692307692307692,1.7582381611705296
Marion Reneau,Milana Dudieva,https://www.bestfightodds.com/events/ufc-fight-night-99-mousasi-vs-hall-2-1184,Marion Reneau,1.4651162790697674,,1.4878048780487805,1.4878048780487805,1.4878048780487805,1.434782608695652,,1.4926108374384237,1.45662100456621,1.4166666666666667,1.425531914893617,1.4405286343612334,1.4595272579837912,Marion Reneau,Milana Dudieva,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Mousasi_vs._Hall_2,Marion Reneau,Milana Dudieva,Women's Bantamweight,Marion Reneau,def,Milana Dudieva,TKO (punches and elbows),3.0,3:03,,Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Marion_Reneau,https://en.wikipedia.org/wiki/Milana_Dudieva,11,KO,Prelim,,,2016-11-19,378,UFC Fight Night: Mousasi vs. Hall 2,1,2.95,2.75,2.75,2.91,,2.8,2.9,2.75,2.7800000000000002,2.8,2.75,,2.814
Marion Reneau,Sara McMann,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425,Marion Reneau,2.8,,,2.7,2.7,2.9,2.65,2.75,2.74,2.75,2.95,2.75,2.7689999999999997,Marion Reneau,Sara McMann,https://en.wikipedia.org/wiki/UFC_on_Fox:_Emmett_vs._Stephens,Marion Reneau,Sara McMann,Women's Bantamweight,Marion Reneau,def,Sara McMann,Submission (triangle choke),2.0,3:40,,Preliminary Card (Fox),https://en.wikipedia.org/wiki/Marion_Reneau,https://en.wikipedia.org/wiki/Sara_McMann,6,Sub,Prelim,,,2018-02-24,431,UFC on Fox: Emmett vs. Stephens,1,1.5128205128205128,,1.5,1.510204081632653,,1.4166666666666667,1.4166666666666667,1.4405286343612334,1.5025125628140703,1.425531914893617,1.5128205128205128,1.4761904761904763,1.471394202886641
Marion Reneau,Talita de Oliveira,https://www.bestfightodds.com/events/ufc-fight-night-115-volkov-vs-struve-1310,Marion Reneau,1.3636363636363638,,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3278688524590163,1.3333333333333333,1.3448275862068966,1.364963503649635,,1.3333333333333333,1.3003003003003002,1.336826327291888,Marion Reneau,Talita Bernardo,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Volkov_vs._Struve,Marion Reneau,Talita de Oliveira,Women's Bantamweight,Marion Reneau,def,Talita Bernardo,TKO (punches),3.0,4:54,,Main Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Marion_Reneau,https://en.wikipedia.org/wiki/Talita_Bernardo,3,KO,Main Event,,,2017-09-02,409,UFC Fight Night: Volkov vs. Struve,1,3.5,3.3,3.3,3.46,,3.35,3.35,3.5,3.5,,3.5,3.25,3.4010000000000007
Marion Reneau,Yana Kunitskaya,https://www.bestfightodds.com/events/ufc-on-espn-4-lewis-vs-dos-santos-1639,Yana Kunitskaya,1.5555555555555556,1.5714285714285714,1.529100529100529,1.5434782608695652,1.526315789473684,1.4878048780487805,1.5,1.5208333333333335,1.5376344086021505,1.5128205128205128,1.5405405405405406,1.529100529100529,1.5295510757394792,Yana Kunitskaya,Marion Reneau,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._dos_Santos,Yana Kunitskaya,Marion Reneau,Women's Bantamweight,Yana Kunitskaya,def,Marion Reneau,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Yana_Kunitskaya,https://en.wikipedia.org/wiki/Marion_Reneau,8,Unanimous Decision,Prelim,,,2019-03-09,470,UFC Fight Night: Lewis vs. dos Santos,1,2.6799999999999997,2.59,2.5,2.69,2.5,2.65,2.5,2.5,2.69,2.55,2.59,2.6,2.586666666666667
Mark Bocek,Mike de La Torre,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-nations-finale-806,Mark Bocek,1.18348623853211,,1.1801801801801801,1.1754385964912282,1.17921146953405,1.1538461538461537,,1.1801801801801801,1.1818181818181819,1.16,1.1538461538461537,,1.1720007949364708,Mark Bocek,Mike De La Torre,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_Nations:_Canada_vs._Australia#The_Ultimate_Fighter_Nations_Finale:_Bisping_vs._Kennedy,Mark Bocek,Mike de La Torre,Lightweight,Mark Bocek,def,Mike De La Torre,"Decision (split) (28–29, 30–27, 29–28)",3.0,5:00,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Mark_Bocek,https://en.wikipedia.org/wiki/Mike_De_La_Torre,10,Split Decision,Prelim,,,2014-04-16,269,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,1,5.65,5.25,5.27,5.55,,5.25,5.5,,5.65,5.0,5.4,,5.391111111111111
Mark Bocek,Nik Lentz,https://www.bestfightodds.com/events/ufc-140-jones-vs-machida-451,Mark Bocek,1.5882352941176472,,,,1.5714285714285714,1.606060606060606,,1.5747126436781609,1.5988023952095807,1.5714285714285714,1.5882352941176472,,1.5855576251486834,Mark Bocek,Nik Lentz,https://en.wikipedia.org/wiki/UFC_140,Mark Bocek,Nik Lentz,Lightweight,Mark Bocek,def,Nik Lentz,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary Card (Facebook),https://en.wikipedia.org/wiki/Mark_Bocek,https://en.wikipedia.org/wiki/Nik_Lentz,10,Unanimous Decision,Prelim,,,2011-12-10,192,UFC 140: Jones vs. Machida,1,2.5,,2.45,2.5300000000000002,,2.35,2.4,,2.5700000000000003,2.25,,,2.435714285714286
Mark Bocek,Rafael Dos Anjos,https://www.bestfightodds.com/events/ufc-154-st-pierre-vs-condit-565,Rafael Dos Anjos,1.6666666666666665,,1.6451612903225805,1.6666666666666665,1.625,1.6451612903225805,,1.6666666666666665,1.6802721088435373,1.6666666666666665,1.606060606060606,,1.6520357735795521,Rafael dos Anjos,Mark Bocek,https://en.wikipedia.org/wiki/UFC_154,Rafael Dos Anjos,Mark Bocek,Lightweight,Rafael dos Anjos,def,Mark Bocek,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Main Card,https://en.wikipedia.org/wiki/Rafael_dos_Anjos,https://en.wikipedia.org/wiki/Mark_Bocek,4,Unanimous Decision,Main Event,,,2012-11-17,220,UFC 154: St-Pierre vs. Condit,1,2.3,2.25,2.3,2.33,,2.25,2.35,,2.3600000000000003,2.2,2.3,,2.2933333333333334
Mark Coleman,Mauricio Rua,https://www.bestfightodds.com/events/ufc-93-franklin-vs-henderson-105,Mauricio Rua,1.2564102564102564,,,,1.25,1.273972602739726,,1.2493765586034913,,1.2197802197802199,,,1.2499079275067388,Maurício Rua,Mark Coleman,https://en.wikipedia.org/wiki/UFC_93,Mauricio Rua,Mark Coleman,Light Heavyweight,Maurício Rua,def,Mark Coleman,TKO (punches),3.0,4:36,,Main card (PPV),https://en.wikipedia.org/wiki/Maur%C3%ADcio_Rua,https://en.wikipedia.org/wiki/Mark_Coleman,2,KO,Main Event,,,2009-01-17,123,UFC 93: Franklin vs. Henderson,1,4.2,,4.2,,,3.85,,,4.609999999999999,3.75,,,4.122
