fighter1,fighter2,fight_odds_url,Bet,5Dimes_win,Bet365_win,BetDSI_win,BetOnline_win,BookMaker_win,Bovada_win,Intertops_win,Pinnacle_win,SportBet_win,SportsInt_win,Sportsbook_win,William_H_win,meanodds_win,Winner_Cleaned,Loser_Cleaned,wiki_url,bestfightodds_winner,bestfightodds_loser,WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,event_order,Method_Cleaned,Card_Cleaned,Champion,Interim_Champion,Card_Date,#,Event,bet_won,5Dimes_lose,BetDSI_lose,BookMaker_lose,SportBet_lose,Bet365_lose,Bovada_lose,Sportsbook_lose,William_H_lose,Pinnacle_lose,SportsInt_lose,BetOnline_lose,Intertops_lose,meanodds_lose
Duane Ludwig,Nick Osipczak,https://www.bestfightodds.com/events/ufc-122-marquardt-vs-okami-323,Duane Ludwig,3.5,,,,3.3,3.0,,3.45,3.5,3.0,3.2,,3.2785714285714285,Duane Ludwig,Nick Osipczak,https://en.wikipedia.org/wiki/UFC_122,Duane Ludwig,Nick Osipczak,Welterweight,Duane Ludwig,def,Nick Osipczak,"Decision (split) (28–30, 29–28, 29–28)",3.0,5:00,,Main Card,https://en.wikipedia.org/wiki/Duane_Ludwig,https://en.wikipedia.org/wiki/Nick_Osipczak,5,Split Decision,Main Event,,,2010-11-13,163,UFC 122: Marquardt vs. Okami,1,1.3333333333333333,,1.3448275862068966,1.3333333333333333,,1.3846153846153846,1.3571428571428572,,1.3610108303249098,1.3401360544217686,,,1.3506284827683548
Dustin Hazelett,Josh Burkman,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-7-finale-70,Dustin Hazelett,2.75,,,,2.6,2.6,,2.77,2.6,2.5,,,2.6366666666666663,Dustin Hazelett,Josh Burkman,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale,Dustin Hazelett,Josh Burkman,Welterweight,Dustin Hazelett,def,Josh Burkman,Submission (armbar),2.0,4:46,,Preliminary card,https://en.wikipedia.org/wiki/Dustin_Hazelett,https://en.wikipedia.org/wiki/Josh_Burkman,6,Sub,Prelim,,,2008-06-21,111,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,1,1.4761904761904763,,1.5,1.4761904761904763,,1.5,,,1.5076142131979695,1.5,,,1.493332527596487
Dustin Hazelett,Josh Koscheck,https://www.bestfightodds.com/events/ufc-82-pride-of-a-champion-30,Josh Koscheck,1.2380952380952381,,,,1.2272727272727273,1.2222222222222223,,1.2493765586034913,,,,,1.2342416865484198,Josh Koscheck,Dustin Hazelett,https://en.wikipedia.org/wiki/UFC_82,Josh Koscheck,Dustin Hazelett,Welterweight,Josh Koscheck,def,Dustin Hazelett,TKO (head kick and punches),2.0,1:24,,Preliminary card,https://en.wikipedia.org/wiki/Josh_Koscheck,https://en.wikipedia.org/wiki/Dustin_Hazelett,7,KO,Prelim,,,2008-03-01,106,UFC 82: Pride of a Champion,1,4.35,,4.4,,,4.0,,,4.609999999999999,,,,4.34
Dustin Hazelett,Mark Bocek,https://www.bestfightodds.com/events/ufc-124-st-pierre-vs-koscheck-ii-313,Mark Bocek,1.7692307692307692,,,,1.7407407407407407,1.8,,1.8403361344537816,1.7692307692307692,1.7194244604316546,1.7692307692307692,,1.7725990919026404,Mark Bocek,Dustin Hazelett,https://en.wikipedia.org/wiki/UFC_124,Mark Bocek,Dustin Hazelett,Lightweight,Mark Bocek,def,Dustin Hazelett,Submission (triangle armbar),1.0,2:33,,Preliminary card (UFC.com live stream),https://en.wikipedia.org/wiki/Mark_Bocek,https://en.wikipedia.org/wiki/Dustin_Hazelett,7,Sub,Prelim,,,2010-12-11,166,UFC 124: St-Pierre vs. Koscheck 2,1,2.1,,2.1,2.1,,1.9523809523809523,2.0,,2.08,2.0,,,2.047482993197279
Dustin Hazelett,Paul Daley,https://www.bestfightodds.com/events/ufc-108-evans-vs-silva-219,Paul Daley,2.12,,,,2.1,1.9090909090909092,,2.1100000000000003,2.1,1.9090909090909092,1.8695652173913042,,2.016821005081875,Paul Daley,Dustin Hazelett,https://en.wikipedia.org/wiki/UFC_108,Paul Daley,Dustin Hazelett,Catchweight (172 lb),Paul Daley,def,Dustin Hazelett,KO (punches),1.0,2:24,,Main card,https://en.wikipedia.org/wiki/Paul_Daley,https://en.wikipedia.org/wiki/Dustin_Hazelett,2,KO,Main Event,,,2010-01-02,143,UFC 108: Evans vs. Silva,1,1.819672131147541,,1.7142857142857144,1.7692307692307692,,1.8333333333333335,1.8695652173913042,,1.819672131147541,1.8,,,1.8036798995051722
Dustin Hazelett,Rick Story,https://www.bestfightodds.com/events/ufc-117-silva-vs-sonnen-276,Rick Story,2.1,,,,2.0700000000000003,1.9523809523809523,,2.13,2.1,1.900900900900901,2.0,,2.0361831218974076,Rick Story,Dustin Hazelett,https://en.wikipedia.org/wiki/UFC_117,Rick Story,Dustin Hazelett,Welterweight,Rick Story,def,Dustin Hazelett,TKO (punches),2.0,1:15,,Preliminary card,https://en.wikipedia.org/wiki/Rick_Story,https://en.wikipedia.org/wiki/Dustin_Hazelett,6,KO,Prelim,,,2010-08-07,157,UFC 117: Silva vs. Sonnen,1,1.7692307692307692,,1.72992700729927,1.7692307692307692,,1.8,1.7692307692307692,,1.8,1.8,,,1.7768027592845113
Dustin Hazelett,Tamdan McCrory,https://www.bestfightodds.com/events/ufc-91-couture-vs-lesnar-98,Dustin Hazelett,1.4761904761904763,,,,1.5405405405405406,1.4651162790697674,,1.5524861878453038,1.526315789473684,1.5,1.5,,1.5086641818742532,Dustin Hazelett,Tamdan McCrory,https://en.wikipedia.org/wiki/UFC_91,Dustin Hazelett,Tamdan McCrory,Welterweight,Dustin Hazelett,def,Tamdan McCrory,Submission (armbar),1.0,3:59,,Main card (PPV),https://en.wikipedia.org/wiki/Dustin_Hazelett,https://en.wikipedia.org/wiki/Tamdan_McCrory,3,Sub,Main Event,,,2008-11-15,119,UFC 91: Couture vs. Lesnar,1,2.75,,2.55,2.5,,2.75,2.6,,2.71,2.5,,,2.6228571428571428
Dustin Kimura,George Roop,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-nations-finale-806,George Roop,1.7407407407407407,,1.8333333333333335,1.7142857142857144,1.7194244604316546,1.6666666666666665,,1.7194244604316546,1.72992700729927,1.641025641025641,1.7692307692307692,,1.726006532605049,George Roop,Dustin Kimura,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_Nations:_Canada_vs._Australia#The_Ultimate_Fighter_Nations_Finale:_Bisping_vs._Kennedy,George Roop,Dustin Kimura,Bantamweight,George Roop,def,Dustin Kimura,"Decision (unanimous) (29–28, 30–27, 29–26)",3.0,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/George_Roop,https://en.wikipedia.org/wiki/Dustin_Kimura,9,Unanimous Decision,Prelim,,,2014-04-16,269,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,1,2.25,2.0,2.16,2.23,,2.2,2.0,,2.26,2.2,2.2,,2.1666666666666665
Dustin Kimura,Henry Cejudo,https://www.bestfightodds.com/events/ufc-on-fox-13-dos-santos-vs-miocic-879,Henry Cejudo,1.434782608695652,,1.4166666666666667,1.392156862745098,1.4166666666666667,1.3703703703703702,,1.4464285714285714,1.4273504273504274,1.3448275862068966,1.4,,1.4054721955700389,Henry Cejudo,Dustin Kimura,https://en.wikipedia.org/wiki/UFC_on_Fox:_dos_Santos_vs._Miocic,Henry Cejudo,Dustin Kimura,Bantamweight,Henry Cejudo,def,Dustin Kimura,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Henry_Cejudo,https://en.wikipedia.org/wiki/Dustin_Kimura,11,Unanimous Decision,Prelim,,,2014-12-13,302,UFC on Fox: dos Santos vs. Miocic,1,3.1,3.0,3.0,3.06,,3.1,3.0,,3.0,3.22,3.15,,3.0699999999999994
Dustin Kimura,Jon Delos Reyes,https://www.bestfightodds.com/events/ufc-fight-night-34-saffiedine-vs-lim-761,Dustin Kimura,1.3703703703703702,,1.3636363636363638,1.3571428571428572,1.3278688524590163,1.3333333333333333,,1.3333333333333333,1.364963503649635,1.2702702702702702,1.289855072463768,,1.334530439628772,Dustin Kimura,Jon delos Reyes,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim,Dustin Kimura,Jon Delos Reyes,Bantamweight,Dustin Kimura,def,Jon delos Reyes,Submission (armbar),1.0,2:13,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Dustin_Kimura,https://en.wikipedia.org/wiki/Jon_delos_Reyes,9,Sub,Prelim,,,2014-01-04,258,UFC Fight Night: Saffiedine vs. Lim,1,3.48,3.27,3.49,3.46,,3.3,3.65,,3.64,3.45,3.2,,3.4377777777777774
Dustin Kimura,Mitch Gagnon,https://www.bestfightodds.com/events/ufc-165-jones-vs-gustafsson-697,Mitch Gagnon,2.4699999999999998,,2.45,2.35,2.45,2.4,,2.4699999999999998,2.4299999999999997,2.3,2.45,,2.418888888888889,Mitch Gagnon,Dustin Kimura,https://en.wikipedia.org/wiki/UFC_165,Mitch Gagnon,Dustin Kimura,Bantamweight,Mitch Gagnon,def,Dustin Kimura,Technical Submission (guillotine choke),1.0,4:05,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Mitch_Gagnon,https://en.wikipedia.org/wiki/Dustin_Kimura,9,Sub,Prelim,,,2013-09-21,247,UFC 165: Jones vs. Gustafsson,1,1.6369426751592355,1.606060606060606,1.606060606060606,1.6369426751592355,,1.5882352941176472,1.5714285714285714,,1.6134969325153374,1.5714285714285714,1.606060606060606,,1.6040729486656018
Dustin Ortiz,Hector Sandoval,https://www.bestfightodds.com/events/ufc-fight-night-114-pettis-vs-moreno-1307,Dustin Ortiz,1.5128205128205128,,1.526315789473684,1.526315789473684,1.526315789473684,1.5,1.5,1.5181347150259068,1.510204081632653,1.434782608695652,1.4444444444444444,1.4405286343612334,1.494532942309223,Dustin Ortiz,Hector Sandoval,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Pettis_vs._Moreno,Dustin Ortiz,Hector Sandoval,Flyweight,Dustin Ortiz,def,Hector Sandoval,KO (punches),1.0,0:15,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Dustin_Ortiz,https://en.wikipedia.org/wiki/Hector_Sandoval,8,KO,Prelim,,,2017-08-05,408,UFC Fight Night: Pettis vs. Moreno,1,2.8,2.55,2.55,2.74,,2.6,2.8,2.75,2.7,2.7,2.65,2.6,2.6763636363636363
Dustin Ortiz,John Moraga,https://www.bestfightodds.com/events/ufc-fight-night-35-rockhold-vs-philippou-762,John Moraga,1.3571428571428572,,1.3448275862068966,1.3448275862068966,1.3448275862068966,1.3225806451612903,,1.3448275862068966,1.353356890459364,1.2702702702702702,1.303030303030303,,1.3317434789879634,John Moraga,Dustin Ortiz,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou,John Moraga,Dustin Ortiz,Flyweight,John Moraga,def,Dustin Ortiz,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/John_Moraga,https://en.wikipedia.org/wiki/Dustin_Ortiz,5,Split Decision,Main Event,,,2014-01-15,259,UFC Fight Night: Rockhold vs. Philippou,1,3.55,3.4,3.4,3.52,,3.4,3.5,,3.56,3.45,3.3,,3.453333333333333
Dustin Ortiz,Jose Tome,https://www.bestfightodds.com/events/ufc-fight-night-32-belfort-vs-henderson-725,Dustin Ortiz,2.2,,2.15,2.15,2.15,2.2,,2.2199999999999998,2.1799999999999997,2.15,2.2,,2.177777777777777,Dustin Ortiz,Jose Maria Tome,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson,Dustin Ortiz,Jose Tome,Flyweight,Dustin Ortiz,def,Jose Maria Tome,TKO (punches),3.0,3:19,,Preliminary card (Online Prelims),https://en.wikipedia.org/wiki/Dustin_Ortiz,,11,KO,Prelim,,,2013-11-09,252,UFC Fight Night: Belfort vs. Henderson,1,1.7692307692307692,1.7407407407407407,1.7407407407407407,1.7575757575757576,,1.6666666666666665,1.6666666666666665,,1.7407407407407407,1.6289308176100628,1.6896551724137931,,1.7112164524873263
Dustin Ortiz,Joseph Benavidez,https://www.bestfightodds.com/events/ufc-fight-night-57-edgar-vs-swanson-892,Joseph Benavidez,1.2409638554216866,,1.2352941176470589,1.25,1.2352941176470589,1.2222222222222223,,1.2463054187192117,1.234192037470726,1.1683501683501682,1.2352941176470589,,1.2297684505694655,Joseph Benavidez,Dustin Ortiz,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._Swanson,Joseph Benavidez,Dustin Ortiz,Flyweight,Joseph Benavidez,def,Dustin Ortiz,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Joseph_Benavidez,https://en.wikipedia.org/wiki/Dustin_Ortiz,5,Unanimous Decision,Main Event,,,2014-11-22,299,UFC Fight Night: Edgar vs. Swanson,1,4.7,4.45,4.45,4.63,,4.25,4.15,,4.5,4.859999999999999,4.3,,4.476666666666667
Dustin Ortiz,Joseph Benavidez,https://www.bestfightodds.com/events/ufc-on-espn-1-cejudo-vs-dillashaw-1623,Joseph Benavidez,1.4444444444444444,1.4405286343612334,1.4219409282700421,1.4545454545454546,1.4524886877828054,1.4166666666666667,1.434782608695652,1.434782608695652,1.4366812227074237,1.3703703703703702,1.4444444444444444,1.4405286343612334,1.4326837254454519,Joseph Benavidez,Dustin Ortiz,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cejudo_vs._Dillashaw,Joseph Benavidez,Dustin Ortiz,Flyweight,Joseph Benavidez,def,Dustin Ortiz,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Main Card (ESPN+),https://en.wikipedia.org/wiki/Joseph_Benavidez,https://en.wikipedia.org/wiki/Dustin_Ortiz,4,Unanimous Decision,Main Event,,,2019-01-19,464,UFC Fight Night: Cejudo vs. Dillashaw,1,3.05,2.87,2.74,3.01,2.87,2.9,2.8,2.75,3.01,2.95,2.85,2.75,2.8791666666666664
Dustin Ortiz,Jussier Formiga,https://www.bestfightodds.com/events/ufc-fight-night-95-cyborg-vs-lansberg-1167,Jussier Formiga,1.5555555555555556,,1.5405405405405406,1.5405405405405406,1.5405405405405406,1.5,,1.5524861878453038,1.5524861878453038,1.4761904761904763,1.5,1.529100529100529,1.5287440558158791,Jussier Formiga,Dustin Ortiz,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cyborg_vs._L%C3%A4nsberg,Jussier Formiga,Dustin Ortiz,Flyweight,Jussier Formiga,def,Dustin Ortiz,"Decision (unanimous) (30–27, 29–27, 29–28)",3.0,5:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Jussier_Formiga,https://en.wikipedia.org/wiki/Dustin_Ortiz,9,Unanimous Decision,Prelim,,,2016-09-24,373,UFC Fight Night: Cyborg vs. Länsberg,1,2.6799999999999997,2.6,2.6,2.6399999999999997,,2.6,2.65,2.5,2.6,2.6,2.6,,2.607
Dustin Ortiz,Justin Scoggins,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-19-finale-832,Dustin Ortiz,3.7,,3.7,3.5,3.7,3.5,,3.64,3.79,3.64,3.35,,3.6133333333333337,Dustin Ortiz,Justin Scoggins,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Edgar_vs._Team_Penn#The_Ultimate_Fighter_19_Finale,Dustin Ortiz,Justin Scoggins,Flyweight,Dustin Ortiz,def,Justin Scoggins,"Decision (split) (29-28, 28–29, 29–28)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Dustin_Ortiz,https://en.wikipedia.org/wiki/Justin_Scoggins,5,Split Decision,Main Event,,,2014-07-06,281,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,1,1.303030303030303,1.303030303030303,1.303030303030303,1.3115264797507789,,1.3076923076923077,1.3333333333333333,,1.334448160535117,1.2747252747252746,1.3333333333333333,,1.3115721998290062
Dustin Ortiz,Matheus Nicolau,https://www.bestfightodds.com/events/ufc-on-fox-30-alvarez-vs-poirier-2-1502,Dustin Ortiz,2.67,,2.55,2.7,2.48,2.55,2.5,2.65,2.6399999999999997,2.7,2.5,2.6,2.5945454545454543,Dustin Ortiz,Matheus Nicolau,https://en.wikipedia.org/wiki/UFC_on_Fox:_Alvarez_vs._Poirier_2,Dustin Ortiz,Matheus Nicolau,Flyweight,Dustin Ortiz,def,Matheus Nicolau,KO (head kick and punches),1.0,3:49,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Dustin_Ortiz,https://en.wikipedia.org/wiki/Matheus_Nicolau,11,KO,Prelim,,,2018-07-28,447,UFC on Fox: Alvarez vs. Poirier 2,1,1.5617977528089888,1.5405405405405406,1.5617977528089888,1.5524861878453038,,1.526315789473684,1.5405405405405406,1.5,1.53475935828877,1.4444444444444444,1.5128205128205128,1.526315789473684,1.5274380608223146
Dustin Ortiz,Ray Borg,https://www.bestfightodds.com/events/ufc-on-fox-11-werdum-vs-browne-779,Dustin Ortiz,1.4651162790697674,,1.4651162790697674,1.434782608695652,1.4651162790697674,1.4444444444444444,,1.4694835680751175,1.45662100456621,,1.4,,1.450085057873841,Dustin Ortiz,Ray Borg,https://en.wikipedia.org/wiki/UFC_on_Fox:_Werdum_vs._Browne,Dustin Ortiz,Ray Borg,Flyweight,Dustin Ortiz,def,Ray Borg,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Dustin_Ortiz,https://en.wikipedia.org/wiki/Ray_Borg,11,Split Decision,Prelim,,,2014-04-19,270,UFC on Fox: Werdum vs. Browne,1,2.95,2.8200000000000003,2.8,2.91,,2.75,3.0,,2.91,,2.95,,2.88625
Dustin Ortiz,Willie Gates,https://www.bestfightodds.com/events/ufc-fight-night-73-saint-preux-vs-teixeira-979,Dustin Ortiz,1.2325581395348837,,1.25,1.25,1.25,1.2222222222222223,,1.2427184466019416,1.22883295194508,1.2173913043478262,1.263157894736842,,1.2396534399320884,Dustin Ortiz,Willie Gates,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Saint_Preux,Dustin Ortiz,Willie Gates,Flyweight,Dustin Ortiz,def,Willie Gates,TKO (elbows and punches),3.0,2:58,,Preliminary Card (Fox Sports 2),https://en.wikipedia.org/wiki/Dustin_Ortiz,https://en.wikipedia.org/wiki/Willie_Gates,9,KO,Prelim,,,2015-08-08,331,UFC Fight Night: Teixeira vs. Saint Preux,1,4.8,4.25,4.25,4.73,,4.25,3.9,,4.55,4.15,4.3,,4.3533333333333335
Dustin Ortiz,Wilson Reis,https://www.bestfightodds.com/events/ufc-on-fox-18-johnson-vs-bader-1038,Wilson Reis,3.0,,2.92,2.85,2.92,2.8,,3.05,3.06,2.75,2.75,,2.9000000000000004,Wilson Reis,Dustin Ortiz,https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Bader,Wilson Reis,Dustin Ortiz,Flyweight,Wilson Reis,def,Dustin Ortiz,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Wilson_Reis,https://en.wikipedia.org/wiki/Dustin_Ortiz,8,Unanimous Decision,Prelim,,,2016-01-30,347,UFC on Fox: Johnson vs. Bader,1,1.4166666666666667,1.4405286343612334,1.4405286343612334,1.4273504273504274,,1.434782608695652,1.4651162790697674,,1.425531914893617,1.425531914893617,1.4545454545454546,,1.436731392759741
Dustin Ortiz,Zach Makovsky,https://www.bestfightodds.com/events/ufc-206-holloway-vs-pettis-1204,Dustin Ortiz,2.55,,2.3600000000000003,2.4299999999999997,2.3600000000000003,2.35,,2.55,2.58,2.35,2.4,2.5,2.4430000000000005,Dustin Ortiz,Zach Makovsky,https://en.wikipedia.org/wiki/UFC_206,Dustin Ortiz,Zach Makovsky,Flyweight,Dustin Ortiz,def,Zach Makovsky,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,,Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Dustin_Ortiz,https://en.wikipedia.org/wiki/Zach_Makovsky,12,Split Decision,Prelim,,,2016-12-10,383,UFC 206: Holloway vs. Pettis,1,1.5714285714285714,1.625,1.625,1.5813953488372094,,1.606060606060606,1.5882352941176472,1.529100529100529,1.5681818181818183,1.5714285714285714,1.6134969325153374,,1.587932767167029
Dustin Pague,Jared Papazian,https://www.bestfightodds.com/events/ufc-on-fx-3-johnson-vs-mccall-522,Dustin Pague,2.35,,,2.2,2.25,2.3,,2.37,2.38,2.35,2.2,,2.3000000000000003,Dustin Pague,Jared Papazian,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,Dustin Pague,Jared Papazian,Bantamweight,Dustin Pague,def,Jared Papazian,Submission (rear-naked choke),1.0,3:21,,Preliminary card (Fuel TV),https://en.wikipedia.org/wiki/Dustin_Pague,https://en.wikipedia.org/wiki/Jared_Papazian,8,Sub,Prelim,,,2012-06-08,207,UFC on FX: Johnson vs. McCall,1,1.6451612903225805,,1.6451612903225805,1.6578947368421053,,1.625,1.6666666666666665,,1.6578947368421053,1.5714285714285714,1.7142857142857144,,1.6479366258387902
Dustin Pague,John Albert,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-14-finale-469,John Albert,3.2,,,,3.25,3.3,,3.31,3.29,3.2,3.1,,3.2357142857142853,John Albert,Dustin Pague,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Bisping_vs._Team_Miller_Finale,John Albert,Dustin Pague,Bantamweight,John Albert,def,Dustin Pague,TKO (punches),1.0,1:09,This bout aired on the broadcast following the Brandao vs Bermudez bout.,Preliminary card (Facebook),https://en.wikipedia.org/wiki/John_Albert_(fighter),https://en.wikipedia.org/wiki/Dustin_Pague,7,KO,Prelim,,,2011-12-03,191,The Ultimate Fighter: Team Bisping vs. Team Miller Finale,1,1.3571428571428572,,1.3508771929824561,1.3690036900369003,,1.3333333333333333,1.3571428571428572,,1.3846153846153846,1.3003003003003002,,,1.3503450879362984
Dustin Pague,Ken Stone,https://www.bestfightodds.com/events/ufc-on-fx-4-guida-vs-maynard-521,Ken Stone,2.25,,,,2.2,2.25,,2.24,2.2800000000000002,2.2,2.4,,2.2600000000000002,Ken Stone,Dustin Pague,https://en.wikipedia.org/wiki/UFC_on_FX:_Maynard_vs._Guida,Ken Stone,Dustin Pague,Bantamweight,Ken Stone,def,Dustin Pague,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,,Preliminary card (Facebook),https://en.wikipedia.org/wiki/Ken_Stone_(fighter),https://en.wikipedia.org/wiki/Dustin_Pague,12,Split Decision,Prelim,,,2012-06-22,208,UFC on FX: Maynard vs. Guida,1,1.6896551724137931,,1.6666666666666665,1.704225352112676,,1.6451612903225805,1.5882352941176472,,1.72992700729927,1.6666666666666665,,,1.6700767785141857
Dustin Pague,Kyogi Horiguchi,https://www.bestfightodds.com/events/ufc-166-velasquez-vs-dos-santos-iii-698,Kyogi Horiguchi,1.7142857142857144,,1.6896551724137931,1.6896551724137931,1.6896551724137931,1.6451612903225805,,1.6849315068493151,1.704225352112676,1.5714285714285714,1.606060606060606,,1.6661176175889825,Kyoji Horiguchi,Dustin Pague,https://en.wikipedia.org/wiki/UFC_166,Kyogi Horiguchi,Dustin Pague,Bantamweight,Kyoji Horiguchi,def,Dustin Pague,TKO (punches),2.0,3:51,,Preliminary card (Facebook/Youtube),https://en.wikipedia.org/wiki/Kyoji_Horiguchi,https://en.wikipedia.org/wiki/Dustin_Pague,13,KO,Prelim,,,2013-10-19,249,UFC 166: Velasquez vs. dos Santos III,1,2.3,2.25,2.25,2.2800000000000002,,2.25,2.35,,2.3200000000000003,2.25,2.15,,2.2666666666666666
Dustin Pague,Yves Jabouin,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660,Yves Jabouin,1.3174603174603174,,1.3125,1.2941176470588236,1.3076923076923077,1.2985074626865671,,1.3115264797507789,1.3115264797507789,,1.2,,1.2941663367999467,Yves Jabouin,Dustin Pague,https://en.wikipedia.org/wiki/UFC_161,Yves Jabouin,Dustin Pague,Bantamweight,Yves Jabouin,def,Dustin Pague,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,,Preliminary card (Facebook),https://en.wikipedia.org/wiki/Yves_Jabouin,https://en.wikipedia.org/wiki/Dustin_Pague,11,Split Decision,Prelim,,,2013-06-15,239,UFC 161: Evans vs. Henderson,1,3.85,3.6,3.65,3.79,,3.55,4.0,,3.82,,3.65,,3.73875
Dustin Poirier,Eddie Alvarez,https://www.bestfightodds.com/events/ufc-211-miocic-vs-dos-santos-2-1252,Eddie Alvarez,2.15,,2.1,2.1,2.1,1.9523809523809523,,2.12,2.13,1.9090909090909092,1.8695652173913042,2.0,2.043103707886317,Eddie Alvarez,Dustin Poirier,https://en.wikipedia.org/wiki/UFC_211,Eddie Alvarez,Dustin Poirier,Lightweight,Eddie Alvarez,vs,Dustin Poirier,No Contest (illegal knees),2.0,4:12,"Alvarez landed illegal knees to Poirier's head, who was a downed opponent.",Preliminary Card (FX),https://en.wikipedia.org/wiki/Eddie_Alvarez,https://en.wikipedia.org/wiki/Dustin_Poirier,6,,Prelim,,,2017-05-13,397,UFC 211: Miocic vs. dos Santos 2,1,1.8,1.7142857142857144,1.7142857142857144,1.7874015748031495,,1.8,1.8695652173913042,1.8,1.7936507936507935,1.8333333333333335,1.7692307692307692,,1.7881753116980779
Dustin Poirier,Eddie Alvarez,https://www.bestfightodds.com/events/ufc-on-fox-30-alvarez-vs-poirier-2-1502,Dustin Poirier,1.606060606060606,,1.5714285714285714,1.5882352941176472,1.5464480874316942,1.5714285714285714,1.5882352941176472,1.606060606060606,1.5988023952095807,1.5714285714285714,1.5714285714285714,,1.5819556568712065,Dustin Poirier,Eddie Alvarez,https://en.wikipedia.org/wiki/UFC_on_Fox:_Alvarez_vs._Poirier_2,Dustin Poirier,Eddie Alvarez,Lightweight,Dustin Poirier,def,Eddie Alvarez,TKO (punches and elbow),2.0,4:05,,Main card (Fox),https://en.wikipedia.org/wiki/Dustin_Poirier,https://en.wikipedia.org/wiki/Eddie_Alvarez,1,KO,Main Event,,,2018-07-28,447,UFC on Fox: Alvarez vs. Poirier 2,1,2.55,2.45,2.58,2.5300000000000002,,2.45,2.45,,2.46,2.35,2.45,2.33,2.46
Dustin Poirier,Erik Koch,https://www.bestfightodds.com/events/ufc-164-henderson-vs-pettis-ii-691,Dustin Poirier,2.4,,2.35,2.35,2.35,2.25,,2.41,2.38,2.3,2.15,,2.3266666666666667,Dustin Poirier,Erik Koch,https://en.wikipedia.org/wiki/UFC_164,Dustin Poirier,Erik Koch,Featherweight,Dustin Poirier,def,Erik Koch,"Decision (unanimous) (29–28, 29–27, 29–27)",3.0,5:00,,Main card,https://en.wikipedia.org/wiki/Dustin_Poirier,https://en.wikipedia.org/wiki/Erik_Koch,5,Unanimous Decision,Main Event,,,2013-08-31,245,UFC 164: Henderson vs. Pettis,1,1.6666666666666665,1.625,1.625,1.6578947368421053,,1.6451612903225805,1.6896551724137931,,1.641025641025641,1.5494505494505495,1.606060606060606,,1.6339905180868823
